N,P,K,pH,S,Zn,Fe,Cu,Mn,B,OM,Fertility
0.3196480938416422,0.380952380952381,0.5776627218934911,0.5892857142857139,0.6316531547409235,0.9343065693430658,0.013583699560527367,0.5933014354066986,0.13922077922077922,1.0,0.6796875000000002,1
0.2991202346041056,0.3150183150183151,0.21819526627218935,0.5357142857142857,0.6034543531899894,0.8175182481751828,0.020775069916100678,0.4497607655502393,0.13922077922077922,1.0,0.6171875000000001,0
0.28152492668621704,0.17582417582417587,0.4223372781065089,0.6696428571428565,0.638702855128657,0.9635036496350367,0.011985617259288853,0.5885167464114833,0.16675324675324676,1.0,0.5312500000000001,2
0.2991202346041056,0.3956043956043957,0.5776627218934911,0.4642857142857143,0.6739513570673246,0.6423357664233579,0.027966440271673998,0.5598086124401914,0.14493506493506494,1.0,0.5546875000000001,0
0.4662756598240469,0.3516483516483518,0.7655325443786982,0.4107142857142853,0.638702855128657,0.7445255474452557,0.020775069916100678,0.44497607655502397,0.19012987012987015,1.0,0.4843750000000001,1
0.41055718475073316,0.3956043956043957,0.8276627218934911,0.48214285714285676,0.7021501586182587,1.0,0.015980823012385136,0.569377990430622,0.1522077922077922,1.0,0.44531250000000017,0
0.5747800586510264,0.3369963369963371,0.9060650887573964,0.4017857142857141,0.7303489601691928,0.5693430656934308,0.013583699560527367,0.5119617224880383,0.14805194805194805,1.0,0.5078125000000001,0
0.6686217008797654,0.380952380952381,0.7344674556213018,0.4642857142857143,0.6739513570673246,0.30656934306569356,0.018377946464242907,0.5598086124401914,0.3968831168831169,1.0,0.44531250000000017,1
0.501466275659824,0.23443223443223446,0.9534023668639053,0.4017857142857141,0.6951004582305252,0.33576642335766427,0.022373152217339196,0.27272727272727276,0.39636363636363636,1.0,0.39843750000000006,0
0.5953079178885631,0.380952380952381,0.5939349112426036,0.3392857142857139,0.772647162495594,0.3211678832116789,0.01757890531362365,0.22966507177033493,0.39584415584415583,0.641509433962264,0.5312500000000001,0
0.7038123167155426,0.3956043956043957,0.4371301775147929,0.446428571428571,0.7303489601691928,0.36496350364963515,0.023172193367958453,0.34449760765550247,0.2535064935064935,1.0,0.5078125000000001,1
0.501466275659824,0.3956043956043957,0.7655325443786982,0.3839285714285716,1.0,0.30656934306569356,0.0575309628445865,0.4545454545454546,0.10701298701298702,1.0,0.46093750000000017,0
0.4838709677419355,0.4761904761904763,0.0,0.6160714285714284,1.0,0.30656934306569356,0.0407510986815821,0.4545454545454546,0.12051948051948054,0.8301886792452828,0.5078125000000001,0
0.7771260997067448,0.3956043956043957,0.0,0.5,1.0,0.2773722627737227,0.028765481422293245,0.30622009569377995,0.10493506493506494,1.0,0.46093750000000017,1
0.4838709677419355,0.3150183150183151,0.4992603550295858,0.5535714285714282,1.0,0.24817518248175185,0.020775069916100678,0.507177033492823,0.09766233766233766,1.0,0.4218750000000001,0
0.4662756598240469,0.19047619047619052,0.29659763313609466,0.45535714285714307,1.0,0.16058394160583944,0.049540551338393926,0.2966507177033493,0.11064935064935066,1.0,0.5312500000000001,0
0.9442815249266863,0.3369963369963371,0.5155325443786982,0.6249999999999996,0.9841381741275996,0.2335766423357665,0.07830603276068716,0.14354066985645936,0.1064935064935065,1.0,0.46093750000000017,1
0.5219941348973607,0.3956043956043957,0.5939349112426036,0.4374999999999998,1.0,0.17518248175182485,0.06951658010387536,0.11961722488038279,0.08623376623376623,0.641509433962264,0.39843750000000006,0
0.5953079178885631,0.3956043956043957,0.5939349112426036,0.5803571428571427,0.5329573493126543,0.36496350364963515,0.05992808629644426,0.7081339712918661,0.132987012987013,0.5,0.5703125000000001,0
0.4838709677419355,0.3516483516483518,0.7655325443786982,0.42857142857142855,1.0,0.2919708029197081,0.05673192169396724,0.6411483253588517,0.15636363636363637,1.0,0.7031250000000001,0
0.6862170087976539,0.3956043956043957,0.35872781065088755,0.3660714285714284,0.9982375749030667,0.30656934306569356,0.028765481422293245,0.5980861244019139,0.10597402597402597,1.0,0.4843750000000001,1
0.4838709677419355,0.15384615384615388,0.5939349112426036,0.4196428571428573,1.0,0.2919708029197081,0.01997602876548142,0.6889952153110048,0.12051948051948054,1.0,0.44531250000000017,0
0.5953079178885631,0.2051282051282052,0.45340236686390534,0.32142857142857145,1.0,0.2627737226277373,0.018377946464242907,0.5502392344497608,0.10389610389610389,0.641509433962264,0.39843750000000006,0
0.3724340175953079,0.3956043956043957,0.5776627218934911,1.0,1.0,0.18978102189781026,0.013583699560527367,0.507177033492823,0.15064935064935064,1.0,0.35937500000000006,1
0.41055718475073316,0.15384615384615388,0.5939349112426036,0.6160714285714284,1.0,0.9635036496350367,0.01997602876548142,0.5023923444976076,0.1355844155844156,1.0,0.2890625000000001,0
0.5219941348973607,0.3956043956043957,0.889792899408284,0.49107142857142877,1.0,1.0,0.01278465840990811,0.9090909090909091,0.19376623376623375,0.7735849056603774,0.44531250000000017,0
0.28152492668621704,0.2051282051282052,0.35872781065088755,0.4374999999999998,1.0,0.4379562043795621,0.008789452656811827,0.5980861244019139,0.19012987012987015,1.0,0.5312500000000001,1
0.5747800586510264,0.3956043956043957,0.7965976331360947,0.5892857142857139,1.0,0.5547445255474454,0.01757890531362365,0.6411483253588517,0.13194805194805195,1.0,0.5703125000000001,0
0.3196480938416422,0.380952380952381,0.5303254437869822,0.47321428571428553,1.0,0.42335766423357674,0.013583699560527367,0.8755980861244019,0.1438961038961039,0.5,0.5937500000000002,0
0.4838709677419355,0.3663003663003664,0.6708579881656804,0.45535714285714307,0.9841381741275996,0.5547445255474454,0.020775069916100678,0.6602870813397129,0.15844155844155847,1.0,0.7031250000000001,0
0.28152492668621704,0.3956043956043957,0.625,0.6249999999999996,0.46246034543531905,1.0,0.011186576108669594,0.6363636363636364,0.25766233766233765,1.0,0.3359375000000001,0
0.41055718475073316,0.5714285714285715,0.8128698224852071,0.49107142857142877,0.9559393725766655,0.7591240875912411,0.05673192169396724,0.507177033492823,0.3418181818181818,0.5566037735849058,0.7890625000000002,0
0.28152492668621704,0.3369963369963371,0.6708579881656804,0.544642857142857,1.0,0.3211678832116789,0.05912904514582501,0.8708133971291866,0.2353246753246753,1.0,0.34375000000000006,0
0.4838709677419355,0.3956043956043957,0.3128698224852071,0.5267857142857137,1.0,0.3503649635036497,0.04794246903715542,0.6411483253588517,0.252987012987013,1.0,0.7265625000000002,0
0.7419354838709677,0.41758241758241765,0.7655325443786982,0.42857142857142855,1.0,0.45255474452554756,0.03995205753096284,0.8995215311004785,0.26181818181818184,1.0,0.6796875000000002,1
0.7243401759530792,0.2051282051282052,0.2655325443786982,0.6339285714285708,0.9841381741275996,0.16058394160583944,0.06791849780263684,0.3971291866028709,0.12207792207792208,1.0,0.4843750000000001,1
0.4838709677419355,0.3003663003663004,0.4223372781065089,0.5535714285714282,0.5611561508635884,0.16058394160583944,0.05992808629644426,0.40191387559808617,0.10597402597402597,1.0,0.5703125000000001,0
0.28152492668621704,0.380952380952381,0.8276627218934911,0.49107142857142877,0.8431441663729292,0.17518248175182485,0.06472233320015981,0.507177033492823,0.11064935064935066,1.0,0.6562500000000002,0
0.28152492668621704,0.3956043956043957,0.4371301775147929,0.6428571428571429,0.9418399718011985,0.2627737226277373,0.06711945665201759,0.5263157894736842,0.1064935064935065,1.0,0.7265625000000002,0
0.11730205278592376,0.3663003663003664,0.4992603550295858,0.39285714285714285,0.7303489601691928,0.18978102189781026,0.06552137435077907,0.4545454545454546,0.11636363636363638,1.0,0.7500000000000001,1
0.1906158357771261,0.3956043956043957,0.6708579881656804,0.446428571428571,0.46246034543531905,0.16058394160583944,0.05912904514582501,0.38277511961722493,0.1064935064935065,0.641509433962264,0.5078125000000001,0
0.0,0.3003663003663004,0.3128698224852071,0.5714285714285714,0.9418399718011985,0.16058394160583944,0.0519376747902517,0.4545454545454546,0.09818181818181818,1.0,0.7656250000000001,1
0.1348973607038123,0.3150183150183151,0.7344674556213018,0.47321428571428553,0.8783926683115968,0.16058394160583944,0.045545345585297645,0.4497607655502393,0.11220779220779221,1.0,0.7031250000000001,2
0.0,0.17582417582417587,0.8128698224852071,0.4017857142857141,0.8572435671483963,0.14598540145985406,0.04394726328405913,0.3971291866028709,0.1438961038961039,1.0,0.7500000000000001,0
0.04105571847507331,0.3516483516483518,0.4223372781065089,0.3482142857142859,0.7444483609446598,0.2335766423357665,0.05912904514582501,0.3779904306220096,0.13194805194805195,1.0,0.5703125000000001,0
0.02346041055718475,0.3956043956043957,0.4681952662721893,0.3839285714285716,0.772647162495594,0.5255474452554746,0.030363563723531762,0.38277511961722493,0.10857142857142858,1.0,0.5703125000000001,1
0.0,0.3369963369963371,0.4371301775147929,0.4196428571428573,0.5752555516390554,0.33576642335766427,0.08629644426687974,0.7751196172248804,0.2535064935064935,1.0,0.6406250000000002,0
0.0,0.380952380952381,0.639792899408284,0.35714285714285715,0.9418399718011985,0.5693430656934308,0.011186576108669594,0.7894736842105263,0.11792207792207793,1.0,0.5312500000000001,0
0.11730205278592376,0.3150183150183151,0.5155325443786982,0.6249999999999996,1.0,0.7153284671532849,0.011186576108669594,0.7224880382775121,0.13246753246753248,1.0,0.39843750000000006,1
0.1348973607038123,0.3516483516483518,0.8128698224852071,0.5267857142857137,1.0,0.17518248175182485,0.04234918098282062,0.6411483253588517,0.12000000000000001,1.0,0.5312500000000001,0
0.2991202346041056,0.3150183150183151,0.6871301775147929,0.5714285714285714,1.0,0.4379562043795621,0.02397123451857771,0.7655502392344498,0.30597402597402595,1.0,0.6406250000000002,0
0.501466275659824,0.41758241758241765,0.8276627218934911,0.5892857142857139,1.0,0.33576642335766427,0.01997602876548142,0.6889952153110048,0.48935064935064937,1.0,0.5937500000000002,1
0.7038123167155426,0.2051282051282052,0.4371301775147929,0.49107142857142877,1.0,0.36496350364963515,0.023172193367958453,0.5980861244019139,0.18649350649350652,1.0,0.5546875000000001,1
0.6510263929618768,0.4761904761904763,0.4681952662721893,0.5267857142857137,0.9982375749030667,0.2919708029197081,0.03196164602477028,0.631578947368421,0.1438961038961039,1.0,0.5312500000000001,1
0.7595307917888563,0.3003663003663004,0.5155325443786982,0.47321428571428553,1.0,0.2335766423357665,0.01997602876548142,0.44497607655502397,0.13506493506493508,1.0,0.46093750000000017,1
0.5395894428152492,0.3369963369963371,0.28032544378698226,0.6160714285714284,0.7514980613323935,1.0,0.015181781861765883,0.4545454545454546,0.12051948051948054,1.0,0.5078125000000001,0
0.7771260997067448,0.15384615384615388,0.2492603550295858,0.5803571428571427,0.772647162495594,0.5693430656934308,0.03755493407910508,0.5023923444976076,0.13922077922077922,1.0,0.39843750000000006,1
0.8328445747800587,0.21978021978021986,0.5303254437869822,0.42857142857142855,1.0,0.6277372262773724,0.03515781062724731,0.5119617224880383,0.11220779220779221,1.0,0.5546875000000001,1
0.6129032258064516,0.15384615384615388,0.34393491124260356,0.5892857142857139,0.7796968628833274,0.7153284671532849,0.03435876947662805,0.4497607655502393,0.3968831168831169,1.0,0.6171875000000001,1
0.501466275659824,0.13919413919413923,0.4223372781065089,0.5535714285714282,0.7867465632710611,0.8175182481751828,0.023172193367958453,0.44497607655502397,0.39480519480519477,1.0,0.5078125000000001,0
0.44868035190615835,0.19047619047619052,0.5155325443786982,0.5714285714285714,0.7303489601691928,0.30656934306569356,0.021574111066719935,0.39234449760765555,0.09246753246753246,1.0,0.46093750000000017,0
0.0,0.21978021978021986,0.625,0.35714285714285715,0.7444483609446598,0.4379562043795621,0.02636835797043548,0.4976076555023923,0.09766233766233766,1.0,0.5703125000000001,0
0.07917888563049853,0.28571428571428575,0.45340236686390534,0.5178571428571425,0.7796968628833274,0.36496350364963515,0.022373152217339196,0.46411483253588526,0.10337662337662337,1.0,0.5312500000000001,0
0.41055718475073316,0.3369963369963371,0.34393491124260356,0.5714285714285714,0.7867465632710611,0.4379562043795621,0.025569316819816224,0.44497607655502397,0.3979220779220779,1.0,0.5312500000000001,0
0.0,0.2564102564102565,0.4371301775147929,0.5,0.6880507578427917,0.5985401459854016,0.03355972832600879,0.368421052631579,0.09818181818181818,1.0,0.39843750000000006,0
0.26392961876832843,0.19047619047619052,0.7344674556213018,0.3392857142857139,0.7303489601691928,0.45255474452554756,0.0687175389532561,0.7751196172248804,0.22441558441558437,1.0,0.44531250000000017,0
0.3548387096774194,0.3516483516483518,0.5303254437869822,0.3482142857142859,0.8431441663729292,0.4087591240875913,0.2564922093487815,0.7224880382775121,0.5454545454545454,1.0,0.5078125000000001,0
0.41055718475073316,0.380952380952381,0.5155325443786982,0.26785714285714324,0.6739513570673246,0.4379562043795621,0.15821014782261286,0.6842105263157895,0.13714285714285715,1.0,0.5546875000000001,0
0.7419354838709677,0.19047619047619052,0.40606508875739644,0.3660714285714284,0.9136411702502644,0.5109489051094891,0.03116260487415102,0.5406698564593301,0.12571428571428572,1.0,0.5078125000000001,1
0.4662756598240469,0.2051282051282052,0.13979289940828402,0.5178571428571425,0.18047232992597817,0.54014598540146,0.04474630443467839,0.5119617224880383,0.18961038961038962,1.0,0.5703125000000001,0
0.0,0.15384615384615388,0.45340236686390534,0.48214285714285676,0.9770884737398661,0.5985401459854016,0.023172193367958453,0.5358851674641149,0.1303896103896104,1.0,0.5546875000000001,0
0.04105571847507331,0.2710622710622711,0.35872781065088755,0.47321428571428553,0.5893549524145224,0.5839416058394161,0.03435876947662805,0.5215311004784688,0.18441558441558442,1.0,0.6171875000000001,0
0.26392961876832843,0.3956043956043957,0.4223372781065089,0.6160714285714284,0.8713429679238632,0.5547445255474454,0.07910507391130643,0.5550239234449761,0.13766233766233765,1.0,0.5078125000000001,0
0.07917888563049853,0.380952380952381,0.2655325443786982,0.5089285714285713,0.5470567500881214,0.4379562043795621,0.15261685976827807,0.4497607655502393,0.14181818181818182,1.0,0.5312500000000001,0
0.6686217008797654,0.3003663003663004,0.34393491124260356,0.4196428571428573,1.0,0.5109489051094891,0.07750699161006791,0.4545454545454546,0.13766233766233765,1.0,0.44531250000000017,1
0.8328445747800587,0.3369963369963371,0.35872781065088755,0.3303571428571427,1.0,0.6569343065693433,0.14942069516580103,0.7607655502392344,0.1724675324675325,1.0,0.35937500000000006,1
0.906158357771261,0.41758241758241765,0.4371301775147929,0.5089285714285713,1.0,0.5985401459854016,0.14782261286456252,0.5598086124401914,0.13818181818181818,1.0,0.4843750000000001,1
0.0,0.3956043956043957,0.7181952662721893,0.5089285714285713,0.934790271413465,0.5547445255474454,0.06791849780263684,0.4593301435406699,0.18285714285714286,1.0,0.44531250000000017,0
0.7976539589442815,0.380952380952381,0.4371301775147929,0.4196428571428573,1.0,0.42335766423357674,0.030363563723531762,0.5550239234449761,0.13766233766233765,1.0,0.5078125000000001,1
0.7038123167155426,0.3956043956043957,0.45340236686390534,0.4196428571428573,0.1311244272118435,0.45255474452554756,0.04234918098282062,0.6411483253588517,0.13662337662337665,0.8301886792452828,0.39843750000000006,1
0.0,0.3369963369963371,0.375,0.4196428571428573,0.4131124427211844,0.5693430656934308,0.023172193367958453,0.6602870813397129,0.14857142857142858,1.0,0.5546875000000001,0
0.6686217008797654,0.41758241758241765,0.4844674556213018,0.4196428571428573,1.0,0.9343065693430658,0.030363563723531762,0.5502392344497608,0.14441558441558444,1.0,0.6171875000000001,1
0.5219941348973607,0.19047619047619052,0.5628698224852071,0.5982142857142851,0.5541064504758548,0.467153284671533,0.024770275669196967,0.5358851674641149,0.12415584415584416,1.0,0.5703125000000001,0
0.3196480938416422,0.13919413919413923,0.4371301775147929,0.3303571428571427,0.5188579485371873,0.42335766423357674,0.03675589292848582,0.5502392344497608,0.13766233766233765,1.0,0.5078125000000001,0
0.4662756598240469,0.17582417582417587,0.5155325443786982,0.5982142857142851,0.7204793796263659,0.36496350364963515,0.727926488214143,0.28708133971291866,0.4633766233766234,0.5943396226415093,0.22656250000000003,0
0.3196480938416422,0.21978021978021986,0.625,0.5982142857142851,0.27352837504406063,0.5109489051094891,0.3068318018377946,0.46411483253588526,0.2696103896103896,0.21698113207547168,0.6093750000000002,0
0.0967741935483871,0.3663003663003664,0.2492603550295858,0.7767857142857137,0.4652802255904125,0.6277372262773724,0.5681182580902916,0.3732057416267943,0.3225974025974026,0.32075471698113206,0.0,0
0.5571847507331378,0.21978021978021986,0.17233727810650887,0.6874999999999998,0.3376806485724357,0.5839416058394161,0.5041949660407511,0.6842105263157895,0.4124675324675325,0.24528301886792453,0.4531250000000001,0
0.4838709677419355,0.3369963369963371,0.5776627218934911,0.6874999999999998,0.18893197039125836,0.42335766423357674,0.3475829005193767,0.8947368421052632,0.6706493506493506,0.5754716981132076,0.3046875000000001,0
0.6510263929618768,0.2564102564102565,0.4992603550295858,0.8660714285714284,0.2312301727176595,0.6569343065693433,0.6272473032361167,0.5885167464114833,0.7485714285714286,0.37735849056603776,0.5312500000000001,1
0.4281524926686217,0.15384615384615388,0.4371301775147929,0.5982142857142851,0.31653154740923517,0.39416058394160597,0.2700759089093088,0.6937799043062202,0.9064935064935065,0.46226415094339623,0.07812500000000001,0
0.8328445747800587,0.28571428571428575,0.4844674556213018,0.7767857142857137,0.25237927388086007,0.7445255474452557,0.34918098282061527,0.368421052631579,0.5927272727272728,0.641509433962264,0.7578125000000002,1
0.7419354838709677,0.13919413919413923,0.2492603550295858,0.5982142857142851,0.18893197039125836,0.5109489051094891,0.5928885337594886,0.20095693779904308,0.4633766233766234,0.7547169811320755,0.6093750000000002,1
0.24633431085043989,0.41758241758241765,0.4371301775147929,0.6874999999999998,0.48642932675361306,0.36496350364963515,0.727926488214143,0.6028708133971292,0.2462337662337662,0.19811320754716982,0.22656250000000003,0
0.4838709677419355,0.28571428571428575,0.2492603550295858,0.5982142857142851,0.5075784279168136,0.7299270072992702,0.30443467838593685,0.5550239234449761,0.3225974025974026,0.16037735849056603,0.4531250000000001,0
0.501466275659824,0.3150183150183151,0.2655325443786982,0.6874999999999998,0.25237927388086007,0.7445255474452557,0.75269676388334,0.368421052631579,0.42649350649350654,0.2641509433962264,0.07812500000000001,0
0.07917888563049853,0.10989010989010994,0.5155325443786982,0.6874999999999998,0.31653154740923517,0.467153284671533,0.30443467838593685,0.4497607655502393,0.6722077922077923,0.1792452830188679,0.0,0
0.5219941348973607,0.21978021978021986,0.5628698224852071,0.5089285714285713,0.3588297497356363,0.37956204379562053,0.6480223731522172,0.6507177033492823,0.4945454545454546,0.24528301886792453,0.14843750000000006,0
0.3548387096774194,0.380952380952381,0.4992603550295858,0.5089285714285713,0.40112795206203744,0.6423357664233579,0.4650419496604075,0.5885167464114833,0.39064935064935064,0.32075471698113206,0.8359375000000002,0
0.28152492668621704,0.23443223443223446,0.28032544378698226,0.4196428571428573,0.27352837504406063,0.30656934306569356,0.37075509388733513,0.36363636363636365,0.6722077922077923,0.21698113207547168,0.6093750000000002,0
0.1348973607038123,0.3369963369963371,0.4223372781065089,0.5089285714285713,0.5075784279168136,0.6569343065693433,0.3068318018377946,0.7368421052631579,0.39064935064935064,0.2641509433962264,0.0,0
0.44868035190615835,0.13919413919413923,0.38979289940828404,0.4196428571428573,0.3588297497356363,0.37956204379562053,0.6480223731522172,0.6507177033492823,0.4945454545454546,0.24528301886792453,0.14843750000000006,0
0.6129032258064516,0.28571428571428575,0.34393491124260356,0.5982142857142851,0.25237927388086007,0.5985401459854016,0.38433879344786254,0.2583732057416268,0.30753246753246755,0.1792452830188679,0.6093750000000002,0
0.4838709677419355,0.3369963369963371,0.375,0.4196428571428573,0.3588297497356363,0.6569343065693433,0.727926488214143,0.44497607655502397,0.5984415584415586,0.6792452830188679,0.0,0
0.44868035190615835,0.2710622710622711,0.40606508875739644,0.5089285714285713,0.6351780049347903,0.467153284671533,0.5545345585297643,0.7129186602870814,0.6187012987012988,1.0,0.3046875000000001,0
0.5219941348973607,0.12454212454212456,0.35872781065088755,0.6874999999999998,0.25237927388086007,0.24817518248175185,0.30443467838593685,0.5789473684210527,0.3844155844155844,0.21698113207547168,0.5312500000000001,0
0.6129032258064516,0.3369963369963371,0.3276627218934911,0.5982142857142851,0.7204793796263659,0.30656934306569356,0.3995205753096284,0.28708133971291866,0.6285714285714287,0.44339622641509435,0.7578125000000002,0
0.5747800586510264,0.3003663003663004,0.6087278106508875,0.6874999999999998,0.3376806485724357,0.8175182481751828,0.24370755093887334,0.4593301435406699,0.267012987012987,0.5188679245283019,0.6093750000000002,0
0.22580645161290322,0.3956043956043957,0.4223372781065089,0.5982142857142851,0.5075784279168136,0.4963503649635037,0.3068318018377946,0.9234449760765551,0.2462337662337662,0.37735849056603776,0.3046875000000001,0
0.3548387096774194,0.21978021978021986,0.4223372781065089,0.5089285714285713,0.6351780049347903,0.6569343065693433,0.21414302836596086,0.7129186602870814,0.6825974025974026,0.21698113207547168,0.4531250000000001,0
0.4838709677419355,0.3956043956043957,0.6708579881656804,0.5089285714285713,0.25237927388086007,0.4087591240875913,0.48821414302836597,0.2822966507177034,0.43584415584415587,0.46226415094339623,0.07812500000000001,0
0.28152492668621704,0.21978021978021986,0.6560650887573964,0.5089285714285713,0.31653154740923517,0.7737226277372266,0.5833000399520575,0.3301435406698565,0.3225974025974026,0.641509433962264,0.8359375000000002,0
0.24633431085043989,0.3150183150183151,0.40606508875739644,0.5089285714285713,0.5717307014451886,0.6569343065693433,0.2349180982820615,0.4593301435406699,0.3657142857142857,0.7924528301886793,0.6875000000000001,0
0.33724340175953077,0.28571428571428575,0.4681952662721893,0.4196428571428573,0.5075784279168136,0.5985401459854016,0.3284059129045146,0.8947368421052632,0.48883116883116884,0.23584905660377356,0.6093750000000002,0
0.4662756598240469,0.2710622710622711,0.7344674556213018,0.5982142857142851,0.40112795206203744,0.4963503649635037,0.11825809029165002,0.7081339712918661,0.5683116883116883,0.44339622641509435,0.0,0
0.6304985337243402,0.41758241758241765,0.45340236686390534,0.4196428571428573,0.27352837504406063,0.42335766423357674,0.48102277267279264,0.2822966507177034,0.7293506493506494,0.32075471698113206,0.5312500000000001,0
0.4662756598240469,0.3516483516483518,0.2492603550295858,0.5089285714285713,0.6781811772999647,0.2627737226277373,0.3068318018377946,0.19617224880382778,0.6332467532467533,0.24528301886792453,0.38281250000000006,0
0.6304985337243402,0.2564102564102565,0.38979289940828404,0.5089285714285713,0.3376806485724357,0.30656934306569356,0.19736316420295646,0.5598086124401914,0.9922077922077923,0.46226415094339623,0.22656250000000003,0
0.6129032258064516,0.380952380952381,0.5628698224852071,0.5982142857142851,0.4229820232640113,0.4379562043795621,0.26368357970435474,0.4497607655502393,0.7485714285714286,0.5,0.4531250000000001,0
0.4662756598240469,0.13919413919413923,0.4992603550295858,0.5089285714285713,0.3376806485724357,0.2627737226277373,0.4378745505393528,0.9234449760765551,0.39324675324675323,0.5566037735849058,0.3046875000000001,0
0.8533724340175953,0.3003663003663004,0.38979289940828404,0.5089285714285713,0.6351780049347903,0.467153284671533,0.29484618457850575,0.8612440191387559,0.6825974025974026,0.44339622641509435,0.0,1
0.8152492668621701,0.3956043956043957,0.29659763313609466,0.4196428571428573,0.31653154740923517,0.6569343065693433,0.3124250898921294,0.3732057416267943,0.3148051948051948,0.32075471698113206,0.8359375000000002,1
0.5571847507331378,0.15384615384615388,0.5939349112426036,0.4196428571428573,0.25449418399718016,0.5109489051094891,0.14702357171394326,0.4593301435406699,0.6202597402597403,0.23584905660377356,0.14843750000000006,0
0.8328445747800587,0.17582417582417587,0.5776627218934911,0.5982142857142851,0.5717307014451886,0.7299270072992702,0.14143028365960847,0.7368421052631579,0.3257142857142857,0.6320754716981131,0.38281250000000006,1
0.44868035190615835,0.19047619047619052,0.5155325443786982,0.4196428571428573,0.7204793796263659,0.4087591240875913,0.2429085097882541,0.3301435406698565,0.22857142857142854,0.14150943396226415,0.0,0
0.8885630498533724,0.28571428571428575,0.4992603550295858,0.6874999999999998,0.6351780049347903,0.3211678832116789,0.48661606072712743,0.6794258373205742,0.4784415584415585,0.2641509433962264,0.6093750000000002,1
0.6304985337243402,0.380952380952381,0.7034023668639053,0.5982142857142851,0.27352837504406063,0.7299270072992702,0.5593288054334798,0.7368421052631579,0.5916883116883117,0.44339622641509435,0.22656250000000003,1
0.6129032258064516,0.13919413919413923,0.4223372781065089,0.4196428571428573,0.4652802255904125,0.5985401459854016,0.31482221334398724,0.42583732057416274,0.6966233766233766,0.32075471698113206,0.38281250000000006,0
0.5395894428152492,0.23443223443223446,0.7181952662721893,0.4196428571428573,0.3376806485724357,0.3211678832116789,0.24370755093887334,0.4593301435406699,0.7345454545454546,0.21698113207547168,0.14843750000000006,0
0.6510263929618768,0.3150183150183151,0.4992603550295858,0.5982142857142851,0.6563271060979908,0.39416058394160597,0.5049940071913703,0.8516746411483255,0.31896103896103895,0.33962264150943394,0.0,1
0.501466275659824,0.28571428571428575,0.6708579881656804,0.6874999999999998,0.31653154740923517,0.6423357664233579,0.13264083100279664,0.7224880382775121,0.4784415584415585,0.1792452830188679,0.5312500000000001,0
0.26392961876832843,0.2564102564102565,0.5303254437869822,0.5089285714285713,0.48642932675361306,0.5693430656934308,0.38433879344786254,0.28708133971291866,0.3657142857142857,0.6132075471698112,0.3046875000000001,0
0.44868035190615835,0.2710622710622711,0.875,0.5089285714285713,0.3588297497356363,0.30656934306569356,0.4890131841789852,0.291866028708134,0.5948051948051949,0.6792452830188679,0.4531250000000001,0
0.02346041055718475,0.380952380952381,0.4371301775147929,0.5982142857142851,0.6781811772999647,0.37956204379562053,0.3435876947662804,0.5789473684210527,0.31896103896103895,0.21698113207547168,0.8359375000000002,0
0.4662756598240469,0.17582417582417587,0.7034023668639053,0.5089285714285713,0.27352837504406063,0.6423357664233579,0.48102277267279264,0.8612440191387559,0.3605194805194805,0.44339622641509435,0.6093750000000002,0
